Residuals - Clearent (March 2025)

Merchant ID,Merchant,Transactions,Sales Amount,Income,Expenses,Net,BPS,%,Agent Net,Approval Date,Group 
6588000002406882,"Athletic Building Amarillo ISD",0,0.00,33.95,9.79,24.16,0.00,0.00,0.00,07/26/2023,"CoCard 0827"
6588000002318202,"Bailey Creek Health & Rehab",2,1439.22,73.22,41.51,31.71,2.20,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002585214,"BEACH RV LLC CLOSED",3,4434.33,191.79,129.98,61.81,1.39,0.00,0.00,04/08/2024,"CoCard 0827"
6588000002318244,"Beebe Retirement Center",3,571.96,37.95,22.79,15.16,2.65,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002534683,"BEN AUTO TECHNICIAN",6,2359.24,135.46,86.07,49.39,2.09,0.00,0.00,01/26/2024,"CoCard 0827"
6588000002535292,"BIG PINE FLOWER SHOP",31,4573.44,240.42,155.15,85.27,1.86,0.00,0.00,01/25/2024,"CoCard 0827"
6588000002318269,"Birch Pointe Health and Rehabilitation",4,1703.35,81.36,50.30,31.06,1.82,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002435956,"BLU SUSHI",2521,196734.65,6708.19,4529.37,2178.82,1.11,0.00,0.00,10/17/2023,"CoCard 0827"
6588000002418804,"Blue Martini Galleria",3372,262234.87,5437.55,5050.88,386.67,0.15,0.00,0.00,08/24/2023,"CoCard 0827"
6588000002406916,"Caprock High School Amarillo ISD",0,0.00,33.95,9.79,24.16,0.00,0.00,0.00,07/26/2023,"CoCard 0827"
6588000002318343,"Care Manor Nursing and Rehab",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002318392,"Chambers Health and Rehabilitation",3,1497.47,73.46,59.92,13.54,0.90,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002318400,"Chapel Woods Health and Rehabilitation",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002774776,"CITY OF PORT ST JOE",0,0.00,24.95,21.35,3.60,0.00,0.00,0.00,09/13/2024,"CoCard 0827"
6588000002765600,"COFFEY TIRE & BRAKE INC",185,57704.53,1194.79,995.33,199.46,0.35,0.00,0.00,08/26/2024,"CoCard 0827"
6588000002843258,"COMBUSTION DRIVEN REPAIRS",1,1829.49,145.28,92.20,53.08,2.90,0.00,0.00,02/11/2025,"CoCard 0827"
6588000002518579,"COMPANIONS CLOTHIER CLOSED",100,24501.87,572.40,485.68,86.72,0.35,0.00,0.00,01/03/2024,"CoCard 0827"
6588000002495737,"CONWAY COLLISION CENTER",53,81441.74,2397.00,2195.23,201.77,0.25,0.00,0.00,11/17/2023,"CoCard 0827"
6588000002463529,"CONWAY DUMPSTER RENTAL",4,1134.10,87.35,48.34,39.01,3.44,0.00,0.00,10/10/2023,"CoCard 0827"
6588000002318434,"Corning Therapy and Living Center",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002509719,"COX & CRESWELL PLLC CPA",148,92004.98,2064.01,1818.24,245.77,0.27,0.00,0.00,12/08/2023,"CoCard 0827"
6588000002711174,"DEL MEDLIN",0,0.00,34.95,22.35,12.60,0.00,0.00,0.00,05/15/2024,"CoCard 0827"
6588000002306322,"DIVERSITY MRI",17,3099.65,115.19,78.78,36.41,1.17,0.00,0.00,03/22/2023,"CoCard 0827"
6588000002763316,"E & A WORKS WELDING LLC",15,7154.65,310.63,349.02,-38.39,-0.54,0.00,0.00,08/22/2024,"CoCard 0827"
6588000002318467,"EagleCrest Nursing and Rehab",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002318509,"Edgewood Health and Rehab",2,2601.70,115.83,33.82,82.01,3.15,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002563492,"EL JALISCO WEWAHITCHKA INC",1402,62067.82,1273.72,1055.05,218.67,0.35,0.00,0.00,03/12/2024,"CoCard 0827"
6588000002758621,"ENDLESS LAND MANAGEMENT",2,3300.00,202.07,125.98,76.09,2.31,0.00,0.00,08/19/2024,"CoCard 0827"
6588000002318533,"Evergreen Living Center at Stagecoach",4,18525.47,726.82,508.00,218.82,1.18,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002580264,"EZ ROLL CASTERS INC.",2,281.34,90.75,38.61,52.14,18.53,0.00,0.00,04/15/2024,"CoCard 0827"
6588000002728798,"FAULKNER COUNTY ANIMAL COALITION INC",0,0.00,34.95,22.35,12.60,0.00,0.00,0.00,09/06/2024,"CoCard 0827"
6588000002351955,"Finer Marine LLC CLOSED",0,0.00,0.00,0.18,-0.18,0.00,0.00,0.00,05/12/2023,"CoCard 0827"
6588000002530889,"FIVE BROTHERS TWO",3715,83064.65,2193.79,1807.40,386.39,0.47,0.00,0.00,01/19/2024,"CoCard 0827"
6588000002465011,"FLORIDA CARPENTERS REGIONAL COUNCIL",13,626.48,100.94,17.70,83.24,13.29,0.00,0.00,10/05/2023,"CoCard 0827"
6588000002711158,"GARDENING ANGEL NURSERY",238,167319.92,3995.95,3642.39,353.56,0.21,0.00,0.00,05/24/2024,"CoCard 0827"
6588000002318558,"Gassville Therapy and Living",1,12.45,16.48,12.84,3.64,29.24,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002372241,"Great Events Catering",19,88702.86,3423.53,2828.46,595.07,0.67,0.00,0.00,06/13/2023,"CoCard 0827"
6588000002533651,"HAYES MARINE SERVICE LLC",2,7112.26,327.90,207.32,120.58,1.70,0.00,0.00,02/06/2024,"CoCard 0827"
6588000002270932,"HEARTLAND CHEVROLET GMC",47,22966.26,522.25,455.86,66.39,0.29,0.00,0.00,02/10/2023,"CoCard 0827"
6588000002271021,"HEARTLAND CHRYSLER DODGE JEEP RAM",80,24379.68,513.24,445.52,67.72,0.28,0.00,0.00,02/10/2023,"CoCard 0827"
6588000002270981,"HEARTLAND FORD",354,167417.69,3549.36,3283.38,265.98,0.16,0.00,0.00,02/10/2023,"CoCard 0827"
6588000002318624,"Heritage Living Center",3,1279.82,65.11,40.71,24.40,1.91,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002318699,"Hiram Shaddox Health and Rehab",7,2873.98,126.28,69.93,56.35,1.96,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002272839,"HORIZON SOUTH",484,33991.10,798.37,583.78,214.59,0.63,0.00,0.00,02/14/2023,"CoCard 0827"
6588000001994169,"ISLAMORADA CHAMBER OF COMMERCE",0,0.00,40.90,25.60,15.30,0.00,0.00,0.00,02/09/2022,"CoCard 0827"
6588000002283364,"ISLAND SHORES ASSOCIATION INC.",87,394.75,85.19,51.61,33.58,8.51,0.00,0.00,03/01/2023,"CoCard 0827"
6588000002341899,"James River Nursing and Rehabilitation",2,87.35,19.36,23.66,-4.30,-4.92,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002854248,"JOHN P SHELDON OD PA",178,39835.33,1266.65,1064.78,201.87,0.51,0.00,0.00,02/27/2025,"CoCard 0827"
6588000002318723,"Katherine's Place at Wedington",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002205862,"KAYAK KINGS OF KEY WEST CLOSED",0,0.00,65.40,25.71,39.69,0.00,0.00,0.00,11/09/2022,"CoCard 0827"
6588000002572964,"KENNY STRANGE ELECTRIC AND SERVICE COMPANY, INC.",29,15704.60,524.10,431.44,92.66,0.59,0.00,0.00,03/26/2024,"CoCard 0827"
6588000002786606,"KNOX'S CRANE SERVICE LLC",0,0.00,49.95,23.85,26.10,0.00,0.00,0.00,10/08/2024,"CoCard 0827"
6588000002573053,"LANGFORD TREE SERVICE LLC",0,0.00,44.95,23.35,21.60,0.00,0.00,0.00,03/21/2024,"CoCard 0827"
6588000002741502,"LEAD APRON CATERING LLC",615,14270.66,575.91,375.18,200.73,1.41,0.00,0.00,07/11/2024,"CoCard 0827"
6588000002482990,"LEMLEY FUNERAL SERVICES, INC.",4,1296.50,94.70,53.44,41.26,3.18,0.00,0.00,11/15/2023,"CoCard 0827"
6588000002119642,"LOW KEY FISHERIES",1259,79030.41,3082.54,1855.07,1227.47,1.55,0.00,0.00,07/21/2022,"CoCard 0827"
6588000002318749,"Magnolia Square Nursing and Rehab",6,19333.41,757.82,437.61,320.21,1.66,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002253805,"MEDTRUST HEALTH ALLIANCE",0,0.00,39.95,12.05,27.90,0.00,0.00,0.00,01/26/2023,"CoCard 0827"
6588000001914894,"MOTORSPORTS AUTHORITY-HOT SPRINGS CLOSED",4,7797.27,229.13,125.49,103.64,1.33,0.00,0.00,10/20/2021,"CoCard 0827"
6588000002318764,"Mountain Meadows Health and Rehabilitation",2,62.40,18.39,14.01,4.38,7.02,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002481430,"NADA MARKET",3342,35599.15,1537.02,1136.56,400.46,1.12,0.00,0.00,10/27/2023,"CoCard 0827"
6588000002572543,"NANCY SMITH PHILLIPS",23,1280.00,48.43,28.44,19.99,1.56,0.00,0.00,03/20/2024,"CoCard 0827"
6588000002428068,"No Weeds Lawn Care Inc. CLOSED",0,0.00,34.95,22.44,12.51,0.00,0.00,0.00,08/21/2023,"CoCard 0827"
6588000002870285,"NOKOMIS AUTO CENTER",0,0.00,0.00,0.04,-0.04,0.00,0.00,0.00,03/31/2025,"CoCard 0827"
6588000002318806,"North Hills Life Care and Rehab",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002331049,"NUTRITION CONNECTION BALANCE",148,76773.77,2980.81,2314.59,666.22,0.87,0.00,0.00,04/25/2023,"CoCard 0827"
6588000002318830,"Oak Ridge Health and Rehabilitation",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/01/2023,"CoCard 0827"
6588000002406940,"Palo Duro High School AISD",0,0.00,33.95,9.79,24.16,0.00,0.00,0.00,07/26/2023,"CoCard 0827"
6588000002318855,"Pioneer Therapy and Living",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002693984,"PRECIDENT - AR",80,68606.01,1927.27,1408.31,518.96,0.76,0.00,0.00,04/25/2024,"CoCard 0827"
6588000002698215,"PRECIDENT - LARGO FL",77,53206.30,1661.31,1253.15,408.16,0.77,0.00,0.00,04/25/2024,"CoCard 0827"
6588000002698223,"PRECIDENT - ST PETE FL",27,14886.96,467.60,337.24,130.36,0.88,0.00,0.00,04/25/2024,"CoCard 0827"
6588000002544898,"PREVENTIVE CARDIOLOGY",265,21713.40,550.10,509.92,40.18,0.19,0.00,0.00,02/13/2024,"CoCard 0827"
6588000002845147,"QUAIL RUN HEALTH AND REHAB",1,0.21,6.01,6.17,-0.16,-76.19,0.00,0.00,02/11/2025,"CoCard 0827"
6588000002318871,"Rector Nursing and Rehab",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002444693,"RELIABLE JET MAINTENANCE",14,49202.71,1869.15,1643.20,225.95,0.46,0.00,0.00,09/18/2023,"CoCard 0827"
6588000002510402,"RIB CRIB",2933,142936.82,2863.17,2783.78,79.39,0.06,0.00,0.00,12/11/2023,"CoCard 0827"
6588000002533370,"RIB CRIB",3903,156374.68,2909.00,2760.08,148.92,0.10,0.00,0.00,01/25/2024,"CoCard 0827"
6588000002448298,"Richard Weylman, Inc",0,0.00,89.95,30.19,59.76,0.00,0.00,0.00,09/15/2023,"CoCard 0827"
6588000002318897,"Ridgecrest Health and Rehabilitation",3,925.51,51.51,21.07,30.44,3.29,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002318657,"SCHAIN AND COMPANY, CPAS",3,2850.00,144.10,108.42,35.68,1.25,0.00,0.00,04/05/2023,"CoCard 0827"
6588000002329670,"Silver Oaks Health and Rehabilitation",1,257.06,25.86,15.33,10.53,4.10,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002548436,"SITN IN THE KEYS",12,5470.40,294.85,159.70,135.15,2.47,0.00,0.00,02/14/2024,"CoCard 0827"
6588000002401479,"Solomon Center",0,0.00,69.95,27.29,42.66,0.00,0.00,0.00,07/20/2023,"CoCard 0827"
6588000002523710,"SOUTHERNMOST BOAT RENTALS CLOSED",1,986.78,97.81,73.35,24.46,2.48,0.00,0.00,01/08/2024,"CoCard 0827"
6588000002329712,"SouthFork River Therapy and Living",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002329753,"Southridge Village Nursing and Rehab",0,0.00,16.00,12.64,3.36,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002329811,"Spring Creek Health & Rehab",1,519.95,37.95,25.89,12.06,2.32,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002329852,"St. Elizabeth's Place",4,2679.53,118.81,74.40,44.41,1.66,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002302396,"STEVE'S AUTO CENTER OF CONWAY, INC",62,28579.44,1157.30,595.76,561.54,1.96,0.00,0.00,03/20/2023,"CoCard 0827"
6588000002406833,"Tascosa High Amarillo ISD",0,0.00,33.95,9.79,24.16,0.00,0.00,0.00,07/26/2023,"CoCard 0827"
6588000002329894,"The Crossing at Riverside Health and Rehabilitation",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002330264,"The Lakes at Maumelle Health and Rehabilitation",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002330272,"The Maples at Har-Ber Meadows",1,166.38,24.33,16.40,7.93,4.77,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002330322,"The Maples Health and Rehabilitation",3,233.98,24.98,16.45,8.53,3.65,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002132702,"THE MOTORCOACH STORE",0,0.00,62.80,38.91,23.89,0.00,0.00,0.00,08/09/2022,"CoCard 0827"
6588000002770303,"THE WICKS FOUNDATION FOR VETERANS",0,0.00,79.95,26.85,53.10,0.00,0.00,0.00,09/05/2024,"CoCard 0827"
6588000002330330,"Timberlane Health & Rehabilitation",2,134.84,21.17,15.55,5.62,4.17,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002278513,"TOBACCO HAVEN",4042,118354.42,2572.49,2227.62,344.87,0.29,0.00,0.00,03/03/2023,"CoCard 0827"
6588000002315281,"TOBACCO HAVEN",5411,141114.90,3457.25,2805.09,652.16,0.46,0.00,0.00,03/31/2023,"CoCard 0827"
6588000002466753,"TOBACCO HAVEN 3",2210,45564.11,1162.65,959.19,203.46,0.45,0.00,0.00,10/17/2023,"CoCard 0827"
6588000002769487,"TOBACCO HAVEN 4",2191,63890.00,1933.56,1484.88,448.68,0.70,0.00,0.00,09/12/2024,"CoCard 0827"
6588000002387512,"True Builders Inc.",33,60550.00,2383.01,1877.73,505.28,0.83,0.00,0.00,07/14/2023,"CoCard 0827"
6588000002139517,"TTT MEATS",584,11474.91,491.15,306.80,184.35,1.61,0.00,0.00,08/22/2022,"CoCard 0827"
6588000002330363,"Twin Lakes Therapy and Living",1,207.98,23.98,14.13,9.85,4.74,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002330389,"Westwood Health & Rehab",0,0.00,16.00,12.40,3.60,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
6588000002330405,"Windcrest Health and Rehab, Inc.",0,0.00,16.00,12.45,3.55,0.00,0.00,0.00,05/02/2023,"CoCard 0827"
